state_id,weight,top1_token_id_audit_only,top1_probability,entropy,top1_top2_margin,top1_differs_from_w1,w1_top_token_rank,w1_top_token_probability_change,top1_logprob_margin_change_vs_w1
f60_a2_p00_s04,1.0,2285,0.9080278277397156,0.46139270067214966,0.8681318759918213,0.0,0,2.2649765014648438e-06,0.0
f60_a3_p00_s00,0.0,13,0.47410011291503906,3.3632869720458984,0.4179175794124603,1.0,3,-0.018942199647426605,2.0859375
f60_a3_p00_s00,0.25,13,0.15189847350120544,4.950832843780518,0.10086958110332489,1.0,2,0.0026020146906375885,1.0439453125
f60_a3_p00_s00,0.5,2266,0.054583847522735596,5.332767009735107,0.0029048994183540344,0.0,0,0.006947152316570282,0.0078125
f60_a3_p00_s00,0.75,2266,0.05206524580717087,5.388035774230957,0.0049362629652023315,0.0,0,0.004427909851074219,0.052734375
f60_a3_p00_s00,1.0,2266,0.047637470066547394,5.407201290130615,0.0021814778447151184,0.0,0,4.842877388000488e-08,0.0
f60_a3_p00_s01,0.0,13,0.30390313267707825,2.0588226318359375,0.009350121021270752,1.0,1,-0.05893173813819885,-0.2109375
f60_a3_p00_s01,0.25,29506,0.3648514747619629,2.2826108932495117,0.09159034490585327,0.0,0,0.01137620210647583,0.046875
f60_a3_p00_s01,0.5,29506,0.38560739159584045,2.4168949127197266,0.09225276112556458,0.0,0,0.03212708234786987,0.03125
f60_a3_p00_s01,0.75,29506,0.377562940120697,2.599972724914551,0.08580490946769714,0.0,0,0.024079561233520508,0.015625
f60_a3_p00_s01,1.0,29506,0.3534974753856659,2.865969181060791,0.07603415846824646,0.0,0,1.245737075805664e-05,0.0
f60_a3_p00_s02,0.0,398,0.7171033024787903,0.8695105314254761,0.48062771558761597,0.0,0,0.15862536430358887,0.015625
f60_a3_p00_s02,0.25,398,0.6998348832130432,0.9537158608436584,0.46815061569213867,0.0,0,0.1413588523864746,0.01171875
f60_a3_p00_s02,0.5,398,0.6710821986198425,1.078851342201233,0.44804710149765015,0.0,0,0.11260777711868286,0.007812380790710449
